IR
-90832.24182530226
-94382.55465134066
60580.42711858025
56770.601783268445
52817.969342723954
49812.270727150986
46602.76500634532
44340.1931105112
42910.555039648665
37876.988774132595
32569.61540338384
28326.17585760662
25055.670136800967
18065.236221341853
12122.736130854319
2577.3078457132506
-10600.048634081206
-10011.626160233427
-9908.607742020424
-9606.904453113035
-9000.516293511231
-8733.463561052253
-8199.72595789886
-7794.323781888175
-7944.2570330202
-7179.5334462757455
-6394.1249888368475
-5756.051958540687
-5403.314355387236
-3983.9199143572478
-2845.8609004699974
-803.1450487060938
2101.227640934463
1626.3084062112612
1167.0984505595989
570.796565647528
-207.5972485249804
-650.3326247273362
-1156.1599301900424
-1441.3287976825668
-1414.8392272048513
-2251.8914793475997
-1993.0356607507274
-1278.5214041836734
956.6512903535913
354.2821622704796
2048.571472157608
32.318959424388595
-4402.475375929149
-4604.760858771566
-2843.6680161385157
-2043.594798556267
-1127.5412060247909
-470.78743876557564
618.9467034428963
1434.381020379078
2513.5155120431737
3001.8689298467943
4105.202722599672
5101.236690080288
5174.970832288731
5220.923900636873
4590.577143712813
910.449312928482
-68.45959171609138
-959.9443756474357
-1610.9334235827846
-1792.5764310194645
-1791.8733979574172
-1721.0502628860413
-1634.8810873159382
-1479.5918097364483
-1381.1824301474262
-1178.5994990949403
-1006.6705275437271
-719.6214539831271
-557.4522784129949
-422.1095513793407
-430.6467223362415
-150.0103418295039
306.79959014087217
237.79521424730774
92.37203499203315
146.77980035360088
215.01851033206913
186.35224520487827
-28.48307530544116
24.776629078638507
128.1313583571755
84.27504344109911
-134.75032685807673
-179.68067226285348
-98.51599277314381
-107.56235747804749
-43.513697288464755
-232.67608129343716
-72.04950949290651
161.3262141912419
387.2820505032141
374.804927821795
193.89484614713
104.13648781797383
61.94517049548449
-200.09442348137964
-177.98229411261855
-81.04409913296695
-40.5388631465612
-41.881903814617544
-206.07322113704868
-96.43847284847288
-30.65200121430098
-29.039463969063945
-148.60086111273267
-88.61824404628715
25.510422496852698
11.09402497264091
-229.8674366189225
-161.79469141774462
-97.26701028388925
-37.70512235723436
-115.10902763772174
1.8953039778280072
162.35457152602612
457.84804586708196
571.3757270009955
635.3116450309171
412.28176985366736
281.6601315726293
17.446730187744834
-95.43382557461155
-101.02653128642123
-100.69350801157998
-308.43475574991317
-200.16676948568784
-25.973054234636948
53.22989501900156
46.44207827540231
-145.30840346572222
-99.1331562200503
-73.94867497173254
-77.75495972068165
-350.52390946715605
-338.2836252109264
-225.00600595210562
-131.6910516906064
-226.53467144223396
-48.946725203160895
199.76264563950826
336.5934410858317
505.5069721270411
342.54192777190474
252.6596190117416
142.86004584660986
78.60810569787282
-172.52240984726814
-142.57018979737768
-41.53523415248492
-96.95264549113926
-490.2873212347913
-327.07436396193225
-58.313773672503885
47.173548955790466
-144.8208733261563
-166.0173991266056
-57.41602844541194
-33.524498780258
-208.8350726334611
-269.8554875027039
118.41425661212998
268.72546830927604
406.83457648803596
531.2338436507562
591.9232697975531
475.65416352666216
53.67521623984794
108.73773653540411
191.84172441338887
154.48968297772808
13.783420816325815
-163.33292240687297
-139.85934669172275
-392.391226003936
-244.3331863778294
-222.2806017791154
-212.23347220761934
-76.75444146519294
41.314508215524256
-306.62199713103473
-186.563957504899
27.925983292167075
129.41046906195697
87.32685600273544
-219.32485588541022
-50.69871743035037
242.28721713612322
-194.0696256654919
-648.769245834992
106.54244735607062
240.51136317919008
-90.50840763709857
185.48313490737928
401.77220137711265
371.7184904789028
295.6760929413722
-37.35499123545014
-80.08855148701696
-79.81079837790458
-83.23552134339116
-230.3627203834476
-57.69132848575828
173.92525922917412
262.7463789387257
113.77203064289642
87.0343585514056
73.50121845453396
-116.79524543799926
-308.8550331261358
-29.066057626332622
210.92744986808975
-148.84236643312033
-75.37550652993377
-149.05988343880745
0.4924158566573169
-368.10652165979263
-55.856695988128195
207.76140072691487
279.91181248094654
248.07559746404877
23.252755676337983
-78.15589406681829
591.4488294192124
47.46774494976853
-351.09914747500443
-242.33618130738614
127.44015808944823
-432.369310469192
-238.76458698319038
-45.830004904739326
9.518769218353555
-431.8025980660459
-306.7941067579086
-141.51924186447286
-11.558581494784448
-124.4252938782738
-149.11937901482452
151.81023138493765
315.91246903158026
191.63840221462306
-256.01196906590485
-196.32974973897217
279.52509683489916
760.0036389451125
424.1058765917551
391.5407048459165
420.5992286365363
607.990343034704
302.7140480405069
463.4836950795143
-59.130185260408325
-165.58067112820572
-203.86776252370328
-199.42490442900453
-552.8186518621224
-374.48244980484014
-296.4162982571288
-412.4333391431137
-289.28698555688607
-227.4106824803457
-134.80442991340533
-304.28136978004477
-192.02836015628418
-4.858542966161622
359.2280817904975
100.91752679093042
206.70617700947332
265.39253750635544
106.97660828172229
110.87063272536034
114.66236744745402
14.764055837818887
-201.82430210342864
-119.55018499639118
-0.3783576108980924
-64.89657655713381
-116.10484183501103
-145.45063206460327
-177.486468625837
-15.659830138727557
15.029283396841493
354.95854307047557
386.29805706988554
-91.89351891819388
-196.61618489367538
-19.624745245091617
-135.16439558390994
79.01005970145343
225.89862061099848
-178.53815098872292
-136.5060125758755
-49.759768538875505
64.70058112233528
122.83559827427962
